Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,105.33000183105469,105.86000061035156,104.33999633789062,105.55999755859375,104.7424545288086,837100
2020-01-03,104.63999938964844,104.63999938964844,103.7300033569336,104.30000305175781,103.4922103881836,392700
2020-01-06,103.48999786376953,103.87000274658203,103.08000183105469,103.75,102.94646453857422,571100
2020-01-07,103.37000274658203,104.0199966430664,103.02999877929688,103.6500015258789,102.84724426269531,311400
2020-01-08,103.81999969482422,104.69000244140625,103.12999725341797,103.5999984741211,102.7976303100586,367600
2020-01-09,104.4000015258789,104.66000366210938,103.9000015258789,104.6500015258789,103.8395004272461,311200
2020-01-10,104.61000061035156,105.01000213623047,103.98999786376953,104.25,103.44259643554688,270400
2020-01-13,104.20999908447266,104.5,103.87999725341797,104.08999633789062,103.2838363647461,772200
2020-01-14,104.01000213623047,104.23999786376953,103.6500015258789,103.93000030517578,103.12507629394531,396600
2020-01-15,103.51000213623047,103.98999786376953,103.33999633789062,103.72000122070312,102.91670227050781,440300
2020-01-16,104.19999694824219,104.54000091552734,103.73999786376953,104.44999694824219,103.64104461669922,577500
2020-01-17,104.81999969482422,105.36000061035156,104.05999755859375,104.44999694824219,103.64104461669922,613800
2020-01-21,103.94000244140625,104.68000030517578,103.61000061035156,103.8499984741211,103.04569244384766,381600
2020-01-22,104.23999786376953,104.80000305175781,103.56999969482422,103.66000366210938,102.857177734375,433600
2020-01-23,103.0199966430664,105.0,102.79000091552734,104.7699966430664,103.95856475830078,386200
2020-01-24,104.88999938964844,105.5,103.93000030517578,104.79000091552734,103.9784164428711,300000
2020-01-27,102.81999969482422,103.79000091552734,102.66000366210938,103.23999786376953,102.44042205810547,366200
2020-01-28,103.80000305175781,105.6500015258789,103.36000061035156,104.98999786376953,104.17686462402344,474800
2020-01-29,105.23999786376953,106.25,105.23999786376953,105.95999908447266,105.13935089111328,299900
2020-01-30,105.19999694824219,107.37000274658203,105.19999694824219,107.29000091552734,106.45905303955078,329500
2020-01-31,106.37000274658203,106.69999694824219,103.86000061035156,104.26000213623047,103.45252227783203,506700
2020-02-03,105.20999908447266,106.0999984741211,105.06999969482422,105.41000366210938,104.59361267089844,436400
2020-02-04,106.54000091552734,107.66999816894531,106.54000091552734,107.12999725341797,106.30029296875,454400
2020-02-05,105.58999633789062,108.6500015258789,104.61000061035156,108.4000015258789,107.56045532226562,652300
2020-02-06,108.9800033569336,109.0999984741211,107.4800033569336,108.08000183105469,107.2429428100586,370300
2020-02-07,107.91999816894531,109.0,107.76000213623047,108.58000183105469,107.73905944824219,383000
2020-02-10,108.04000091552734,108.94999694824219,107.88999938964844,108.79000091552734,107.94743347167969,241500
2020-02-11,109.0,109.83000183105469,108.91999816894531,109.44000244140625,108.5924072265625,424300
2020-02-12,109.79000091552734,110.4000015258789,109.27999877929688,109.38999938964844,108.54278564453125,236900
2020-02-13,109.1500015258789,110.66999816894531,108.9800033569336,110.58999633789062,109.7334976196289,334400
2020-02-14,110.62000274658203,111.0,110.11000061035156,110.94999694824219,110.09070587158203,288500
2020-02-18,110.58999633789062,111.06999969482422,109.70999908447266,110.33000183105469,109.47551727294922,298700
2020-02-19,110.80999755859375,111.08000183105469,110.23999786376953,110.56999969482422,109.71365356445312,215000
2020-02-20,110.2699966430664,111.43000030517578,109.3499984741211,111.16000366210938,110.29908752441406,414100
2020-02-21,110.70999908447266,111.12000274658203,109.62999725341797,110.13999938964844,109.28697204589844,428800
2020-02-24,107.69000244140625,108.4800033569336,106.22000122070312,106.66999816894531,105.84385681152344,371800
2020-02-25,106.91000366210938,106.91000366210938,102.69000244140625,103.08000183105469,102.28166198730469,454500
2020-02-26,103.5,104.19000244140625,100.66999816894531,100.73999786376953,99.95978546142578,676000
2020-02-27,99.0,100.48999786376953,95.44000244140625,95.4800033569336,94.74053192138672,744300
2020-02-28,92.47000122070312,93.80999755859375,90.2699966430664,92.66000366210938,91.94236755371094,1402400
2020-03-02,93.16000366210938,96.16000366210938,92.08000183105469,96.13999938964844,95.3954086303711,773200
2020-03-03,95.68000030517578,96.80999755859375,90.9800033569336,91.18000030517578,90.47382354736328,822600
2020-03-04,92.7699966430664,95.12999725341797,90.33000183105469,95.05000305175781,94.31385040283203,787800
2020-03-05,92.0,92.45999908447266,88.52999877929688,89.6500015258789,88.95567321777344,639200
2020-03-06,86.05999755859375,87.62999725341797,84.7300033569336,86.5999984741211,85.92929077148438,990300
2020-03-09,79.0,80.16000366210938,74.16000366210938,74.97000122070312,74.38936614990234,1235900
2020-03-10,77.25,78.77999877929688,73.86000061035156,78.7300033569336,78.12025451660156,959600
2020-03-11,76.45999908447266,77.2300033569336,72.87999725341797,73.37000274658203,72.8017578125,1029400
2020-03-12,67.98999786376953,68.69000244140625,62.56999969482422,63.779998779296875,63.28602981567383,1134700
2020-03-13,68.18000030517578,71.6500015258789,63.79999923706055,71.58000183105469,71.02561950683594,1003300
2020-03-16,62.56999969482422,67.63999938964844,61.599998474121094,61.95000076293945,61.47020721435547,947300
2020-03-17,63.290000915527344,67.79000091552734,60.72999954223633,67.62999725341797,67.10620880126953,928600
2020-03-18,63.91999816894531,69.01000213623047,62.0099983215332,67.05999755859375,66.5406265258789,1512500
2020-03-19,65.66000366210938,67.08999633789062,62.380001068115234,64.5,64.00045776367188,804800
2020-03-20,64.62000274658203,66.9800033569336,61.029998779296875,61.40999984741211,60.93438720703125,1224500
2020-03-23,61.5,61.5,56.7400016784668,58.150001525878906,57.69963836669922,720100
2020-03-24,60.56999969482422,65.5999984741211,60.5099983215332,65.37999725341797,64.8736343383789,660300
2020-03-25,64.9000015258789,71.6500015258789,63.66999816894531,67.81999969482422,67.29474639892578,978300
2020-03-26,68.7300033569336,73.0,67.06999969482422,72.30999755859375,71.74996948242188,1027100
2020-03-27,70.12999725341797,72.98999786376953,68.91999816894531,71.2300033569336,70.6783447265625,631200
2020-03-30,70.9800033569336,74.63999938964844,68.95999908447266,74.22000122070312,73.64518737792969,808400
2020-03-31,73.19000244140625,74.77999877929688,71.29000091552734,71.97000122070312,71.41259765625,869100
2020-04-01,68.06999969482422,69.68000030517578,65.04000091552734,66.0199966430664,65.50867462158203,857100
2020-04-02,65.05000305175781,67.83999633789062,64.91000366210938,66.95999908447266,66.63114166259766,768600
2020-04-03,65.80999755859375,66.72000122070312,63.08000183105469,63.93000030517578,63.616024017333984,816700
2020-04-06,67.80999755859375,72.5,67.33999633789062,71.87000274658203,71.51702880859375,715200
2020-04-07,75.68000030517578,76.5999984741211,71.04000091552734,71.30000305175781,70.9498291015625,727700
2020-04-08,71.58000183105469,75.62999725341797,70.63999938964844,75.20999908447266,74.84062957763672,614500
2020-04-09,76.06999969482422,81.2699966430664,75.94000244140625,80.4000015258789,80.00514221191406,668400
2020-04-13,78.75,80.23999786376953,77.52999877929688,79.70999908447266,79.31851959228516,517200
2020-04-14,81.5,81.66999816894531,78.62999725341797,80.0199966430664,79.62699890136719,834700
2020-04-15,77.19000244140625,77.2699966430664,74.56999969482422,75.0,74.63166046142578,698300
2020-04-16,74.19000244140625,75.1500015258789,72.55000305175781,72.80000305175781,72.44245910644531,610400
2020-04-17,76.12999725341797,77.81999969482422,74.9000015258789,77.25,76.87060546875,646600
2020-04-20,75.81999969482422,76.69999694824219,74.06999969482422,75.5999984741211,75.22871398925781,723400
2020-04-21,73.55999755859375,74.75,72.88999938964844,73.51000213623047,73.14897918701172,599000
2020-04-22,75.66999816894531,75.66999816894531,73.19999694824219,73.22000122070312,72.86039733886719,503700
2020-04-23,72.88999938964844,77.11000061035156,71.6500015258789,74.86000061035156,74.49234771728516,871200
2020-04-24,75.69000244140625,76.20999908447266,73.88999938964844,76.06999969482422,75.69639587402344,599900
2020-04-27,76.37000274658203,82.48999786376953,76.33999633789062,82.2300033569336,81.8261489868164,863700
2020-04-28,84.44000244140625,86.08000183105469,82.81999969482422,83.06999969482422,82.66202545166016,759700
2020-04-29,85.69999694824219,86.41000366210938,83.66000366210938,85.38999938964844,84.97062683105469,439500
2020-04-30,83.0999984741211,84.56999969482422,82.25,82.33999633789062,81.93560028076172,482500
2020-05-01,80.80000305175781,81.04000091552734,79.05999755859375,79.98999786376953,79.59715270996094,532200
2020-05-04,78.98999786376953,79.70999908447266,77.45999908447266,78.55999755859375,78.1741714477539,641300
2020-05-05,80.4000015258789,80.61000061035156,77.5,77.54000091552734,77.15918731689453,475900
2020-05-06,78.06999969482422,78.31999969482422,74.08999633789062,74.19000244140625,73.82563781738281,529200
2020-05-07,75.04000091552734,77.8499984741211,75.04000091552734,75.7300033569336,75.35807800292969,661700
2020-05-08,77.44999694824219,77.75,75.5199966430664,77.75,77.36815643310547,645500
2020-05-11,76.47000122070312,77.27999877929688,75.0,75.11000061035156,74.7411117553711,612500
2020-05-12,74.9800033569336,75.38999938964844,71.61000061035156,71.61000061035156,71.25830841064453,574200
2020-05-13,70.80999755859375,70.80999755859375,65.9000015258789,66.55000305175781,66.22315979003906,821800
2020-05-14,65.29000091552734,67.55000305175781,62.75,67.37000274658203,67.03913116455078,754400
2020-05-15,66.4800033569336,69.02999877929688,65.30999755859375,68.76000213623047,68.42230987548828,2836500
2020-05-18,72.48999786376953,75.04000091552734,71.5999984741211,73.94000244140625,73.57685852050781,1604300
2020-05-19,73.68000030517578,73.83000183105469,70.73999786376953,70.75,70.40252685546875,487900
2020-05-20,71.80999755859375,73.62000274658203,71.56999969482422,72.5999984741211,72.24344635009766,447500
2020-05-21,72.12000274658203,73.8499984741211,72.12000274658203,73.37999725341797,73.01960754394531,397300
2020-05-22,73.36000061035156,73.44999694824219,71.66999816894531,72.54000091552734,72.1837387084961,546900
2020-05-26,75.81999969482422,78.2300033569336,75.2699966430664,76.83000183105469,76.45266723632812,472000
2020-05-27,80.3499984741211,81.05999755859375,78.13999938964844,78.44000244140625,78.05476379394531,578300
2020-05-28,79.18000030517578,79.18000030517578,76.7300033569336,77.08000183105469,76.70144653320312,516500
2020-05-29,76.04000091552734,77.80999755859375,75.25,77.0199966430664,76.64173126220703,879000
2020-06-01,77.33000183105469,79.94999694824219,76.37999725341797,79.25,78.86078643798828,696200
2020-06-02,80.66999816894531,81.01000213623047,78.51000213623047,78.94000244140625,78.55230712890625,620500
2020-06-03,80.94000244140625,82.7699966430664,80.33999633789062,80.86000061035156,80.46287536621094,521300
2020-06-04,80.25,82.68000030517578,79.54000091552734,82.63999938964844,82.23413848876953,651300
2020-06-05,87.36000061035156,88.43000030517578,85.69000244140625,85.91999816894531,85.4980239868164,611800
2020-06-08,86.31999969482422,88.52999877929688,86.22000122070312,87.23999786376953,86.8115463256836,649800
2020-06-09,84.62999725341797,85.94000244140625,83.7699966430664,85.01000213623047,84.59249114990234,441700
2020-06-10,84.41000366210938,84.91000366210938,82.30999755859375,82.48999786376953,82.08486938476562,551600
2020-06-11,78.13999938964844,79.69000244140625,73.91999816894531,74.0,73.63656616210938,591800
2020-06-12,77.2699966430664,77.75,73.69000244140625,75.9000015258789,75.52723693847656,511800
2020-06-15,72.94999694824219,77.4000015258789,72.81999969482422,76.86000061035156,76.4825210571289,537500
2020-06-16,81.0,81.0,76.72000122070312,78.22000122070312,77.83584594726562,605100
2020-06-17,78.43000030517578,78.63999938964844,76.11000061035156,76.4800033569336,76.1043930053711,897100
2020-06-18,75.41999816894531,77.43000030517578,75.33000183105469,76.63999938964844,76.26360321044922,394200
